drug_name,condition
ZOLEDRONIC ACID,cervical adenocarcinoma
ZOLEDRONIC ACID,multiple myeloma
ZOLEDRONIC ACID,osteitis deformans
ZOLEDRONIC ACID,osteoporosis
ZOLEDRONIC ACID,osteosarcoma
ZOLEDRONIC ACID,prostate carcinoma
ZONISAMIDE,epilepsy
ABATACEPT,ankylosing spondylitis
ABATACEPT,Crohn's disease
ABATACEPT,Vitiligo
ADALIMUMAB,Crohn's disease
ADALIMUMAB,focal segmental glomerulosclerosis
ADALIMUMAB,psoriatic arthritis
ADENOSINE,pain
AFLIBERCEPT,colorectal adenocarcinoma
AFLIBERCEPT,diabetic retinopathy
ALEMTUZUMAB,acute graft vs. host disease
ALEMTUZUMAB,chronic lymphocytic leukemia
ALENDRONATE SODIUM,osteoporosis
ALENDRONATE SODIUM,postmenopausal osteoporosis
ALIROCUMAB,familial hypercholesterolemia
ALLOPURINOL,cardiovascular disease
ALOSETRON HYDROCHLORIDE,irritable bowel syndrome
ALPRAZOLAM,anxiety
AMOXAPINE,unipolar depression
AMPHETAMINE,attention deficit hyperactivity disorder
ANAKINRA,rheumatoid arthritis
APIXABAN,stroke
APIXABAN,Venous thrombosis
APREMILAST,ankylosing spondylitis
APREMILAST,Behcet's syndrome
APREMILAST,psoriasis
APREMILAST,psoriatic arthritis
APREMILAST,rheumatoid arthritis
APREPITANT,HIV infection
ARMODAFINIL,non-small cell lung carcinoma
ASPIRIN,infertility
ASPIRIN,stroke
ATORVASTATIN CALCIUM,chronic kidney disease
ATORVASTATIN CALCIUM,diabetes mellitus
ATORVASTATIN CALCIUM,preeclampsia
ATORVASTATIN CALCIUM,stricture
ATROPINE,seasonal allergic rhinitis
AVANAFIL,erectile dysfunction
AZACITIDINE,non-small cell lung carcinoma
AZACITIDINE,refractory anemia with excess blasts
AZATHIOPRINE,rheumatoid arthritis
AZATHIOPRINE,vasculitis
AZELASTINE HYDROCHLORIDE,allergic rhinitis
AZELASTINE HYDROCHLORIDE,seasonal allergic rhinitis
BACLOFEN,cocaine dependence
BACLOFEN,nicotine dependence
BASILIXIMAB,neoplasm
BAZEDOXIFENE ACETATE,osteoporosis
BECLOMETHASONE DIPROPIONATE,allergic rhinitis
BECLOMETHASONE DIPROPIONATE,Nasal Cavity Polyp
BELIMUMAB,rheumatoid arthritis
BELIMUMAB,systemic scleroderma
BEVACIZUMAB,Ascites
BEVACIZUMAB,neoplasm
BEVACIZUMAB,retinopathy
BIMATOPROST,open-angle glaucoma
BIVALIRUDIN,myocardial infarction
BORTEZOMIB,acute graft vs. host disease
BORTEZOMIB,lymphoma
BORTEZOMIB,melanoma
BORTEZOMIB,neuroblastoma
BOSENTAN,chronic obstructive pulmonary disease
BOSENTAN,idiopathic pulmonary fibrosis
BRINZOLAMIDE,open-angle glaucoma
BUDESONIDE,Crohn's disease
BUDESONIDE,eosinophilic esophagitis
BUDESONIDE,Nasal congestion
BUDESONIDE,seasonal allergic rhinitis
BUMETANIDE,heart failure
BUPRENORPHINE,opioid dependence
BUPROPION HYDROBROMIDE,unipolar depression
CABAZITAXEL,head and neck squamous cell carcinoma
CABAZITAXEL,prostate adenocarcinoma
CALCIPOTRIENE,acne
CANAKINUMAB,gout
CAPECITABINE,colonic neoplasm
CAPECITABINE,pancreatic ductal adenocarcinoma
CAPTOPRIL,diabetic nephropathy
CARMUSTINE,glioblastoma multiforme
CARMUSTINE,medulloblastoma
CARMUSTINE,multiple myeloma
CARVEDILOL,epilepsy
CELECOXIB,Familial adenomatous polyposis
CELECOXIB,preeclampsia
CERITINIB,non-small cell lung carcinoma
CERTOLIZUMAB PEGOL,psoriatic arthritis
CETUXIMAB,hepatocellular carcinoma
CETUXIMAB,nasopharyngeal neoplasm
CHOLECALCIFEROL,chronic kidney disease
CHOLECALCIFEROL,HIV infection
CHOLECALCIFEROL,pneumonia
CHOLECALCIFEROL,relapsing-remitting multiple sclerosis
CICLESONIDE,allergic rhinitis
CICLESONIDE,seasonal allergic rhinitis
CIMETIDINE,Peptic ulcer
CLOFARABINE,acute myeloid leukemia
CLONAZEPAM,neuropathic pain
CLONIDINE HYDROCHLORIDE,pain
CYCLOSPORINE,myelodysplastic syndrome
CYCLOSPORINE,psoriasis
CYCLOTHIAZIDE,cardiovascular disease
CYTARABINE,lymphoma
DASATINIB,chronic myelogenous leukemia
DAUNORUBICIN HYDROCHLORIDE,acute myeloid leukemia
DECITABINE,leukemia
DECITABINE,neoplasm
DENILEUKIN DIFTITOX,multiple myeloma
DESERPIDINE,hypertension
DESOGESTREL,hemorrhage
DESONIDE,eye inflammation
DEXAMETHASONE,Bronchiolitis
DEXAMETHASONE,neoplasm
DEXLANSOPRAZOLE,gastroesophageal reflux disease
DEXTROAMPHETAMINE,attention deficit hyperactivity disorder
DIAZEPAM,epilepsy
DIAZOXIDE,hypertension
DIAZOXIDE,obesity
DICLOFENAC,ankylosing spondylitis
DICLOFENAC,basal cell carcinoma
DICLOFENAC,rheumatoid arthritis
DIMETHYL FUMARATE,relapsing-remitting multiple sclerosis
DIPYRIDAMOLE,HIV infection
DISULFIRAM,cocaine dependence
DOCETAXEL,pancreatic carcinoma
DOXERCALCIFEROL,neoplasm
DOXORUBICIN HYDROCHLORIDE,mesothelioma
DOXORUBICIN HYDROCHLORIDE,ovarian carcinoma
DOXYCYCLINE,colorectal adenocarcinoma
DOXYCYCLINE,periodontitis
DRONABINOL,irritable bowel syndrome
DUTASTERIDE,benign prostatic hyperplasia
ENZALUTAMIDE,prostate carcinoma
EPLERENONE,atrial fibrillation
EPTIFIBATIDE,myocardial infarction
ERIBULIN MESYLATE,non-small cell lung carcinoma
LACOSAMIDE,epilepsy
LACOSAMIDE,partial epilepsy
ERLOTINIB HYDROCHLORIDE,malignant peritoneal mesothelioma
ERLOTINIB HYDROCHLORIDE,pancreatic carcinoma
"ESTROGENS, ESTERIFIED",menopause
ETANERCEPT,subarachnoid hemorrhage
ETHINYL ESTRADIOL,neoplasm
ETODOLAC,pain
ETRETINATE,psoriasis
EVEROLIMUS,carcinoma
EVEROLIMUS,cholangiocarcinoma
EVEROLIMUS,glioblastoma multiforme
EVEROLIMUS,hepatocellular carcinoma
EZETIMIBE,metabolic syndrome
EZOGABINE,epilepsy
FELBAMATE,epilepsy
FENTANYL,adenoma
FILGRASTIM,cirrhosis of liver
FILGRASTIM,leukemia
FILGRASTIM,neoplasm
FLUOCINONIDE,breast carcinoma
FLUOROURACIL,actinic keratosis
FLUTICASONE FUROATE,chronic obstructive pulmonary disease
FLUTICASONE FUROATE,Airway obstruction
FLUTICASONE PROPIONATE,allergic rhinitis
FLUTICASONE PROPIONATE,Nasal Cavity Polyp
FUROSEMIDE,heart failure
GABAPENTIN,Pruritus
GEFITINIB,lung carcinoma
GEFITINIB,squamous cell carcinoma
GEMCITABINE HYDROCHLORIDE,breast carcinoma
GEMCITABINE HYDROCHLORIDE,leukemia
GEMTUZUMAB OZOGAMICIN,acute myeloid leukemia
GLYBURIDE,diabetes mellitus
GOLIMUMAB,rheumatoid arthritis
GOLIMUMAB,spondyloarthropathy
GOLIMUMAB,ulcerative colitis
"GONADOTROPIN, CHORIONIC",infertility
HALOBETASOL PROPIONATE,psoriasis
ALDESLEUKIN,ulcerative colitis
HYDROMORPHONE HYDROCHLORIDE,pain
HYDROXYUREA,essential thrombocythemia
HYDROXYUREA,polycythemia vera
IBANDRONATE SODIUM,osteoporosis
IBRUTINIB,lymphoma
IBRUTINIB,macroglobulinemia
IBUPROFEN,obstructive sleep apnea
IBUPROFEN,"osteoarthritis, knee"
ILOPROST,chronic obstructive pulmonary disease
IMATINIB MESYLATE,acute lymphoblastic leukemia
IMATINIB MESYLATE,leukemia
IMATINIB MESYLATE,sarcoma
IMATINIB MESYLATE,small cell lung carcinoma
IMATINIB MESYLATE,systemic scleroderma
INDOMETHACIN,ankylosing spondylitis
INDOMETHACIN,eye inflammation
INFLIXIMAB,hepatitis C virus infection
INSULIN DETEMIR,diabetes mellitus
INSULIN GLARGINE,diabetes mellitus
INSULIN LISPRO,diabetes mellitus
INSULIN PURIFIED BEEF,diabetes mellitus
INSULIN PURIFIED PORK,diabetes mellitus
INTERFERON BETA-1A,relapsing-remitting multiple sclerosis
INTERFERON BETA-1A,ulcerative colitis
INTERFERON BETA-1B,relapsing-remitting multiple sclerosis
IPILIMUMAB,metastatic melanoma
IPILIMUMAB,non-small cell lung carcinoma
IPILIMUMAB,pancreatic carcinoma
IPRATROPIUM BROMIDE,Nasal congestion
IRBESARTAN,Hypercholesterolemia
ISOTRETINOIN,actinic keratosis
ISOTRETINOIN,neuroblastoma
IVABRADINE HYDROCHLORIDE,heart failure
LAMOTRIGINE,mental or behavioural disorder
LAMOTRIGINE,mood disorder
LAMOTRIGINE,unipolar depression
LETROZOLE,Growth delay
LEUPROLIDE ACETATE,uterine fibroid
LEVETIRACETAM,epilepsy
LEVOMEPROMAZINE,psychosis
LIDOCAINE,carcinoma
LIDOCAINE,premature birth
LIDOCAINE,urinary tract infection
LIRAGLUTIDE,heart failure
LORATADINE,seasonal allergic rhinitis
LOSARTAN POTASSIUM,Proteinuria
LOVASTATIN,HIV infection
LUBIPROSTONE,Constipation
MAZINDOL,obesity
MECASERMIN,Crohn's disease
MELOXICAM,pain
MEPERIDINE HYDROCHLORIDE,pain
MESALAMINE,irritable bowel syndrome
METHARBITAL,epilepsy
METHOTREXATE,psoriasis
METHOXYFLURANE,Fever
METHYCLOTHIAZIDE,cardiovascular disease
METHYLPHENIDATE,methamphetamine dependence
METOLAZONE,cardiovascular disease
METOPROLOL TARTRATE,myocardial infarction
MIFEPRISTONE,hepatitis C virus infection
MISOPROSTOL,infection
MITOXANTRONE HYDROCHLORIDE,lymphoma
MITOXANTRONE HYDROCHLORIDE,prostate carcinoma
MOMETASONE FUROATE,atopic eczema
MOMETASONE FUROATE,Nasal Cavity Polyp
MOMETASONE FUROATE,Nasal congestion
MOMETASONE FUROATE,psoriasis
MONTELUKAST SODIUM,allergic rhinitis
MONTELUKAST SODIUM,seasonal allergic rhinitis
MYCOPHENOLATE MOFETIL,IGA glomerulonephritis
MYCOPHENOLATE MOFETIL,nephrotic syndrome
NABUMETONE,rheumatic disease
NALBUPHINE HYDROCHLORIDE,pain
NALTREXONE,alcohol drinking
NALTREXONE,HIV infection
NALTREXONE,obesity
NALTREXONE,pain
NAPROXEN,Arthralgia
NAPROXEN,rheumatoid arthritis
NESIRITIDE,hypertension
NICOTINE,memory impairment
NICOTINE,post operative nausea and vomiting
NITRIC OXIDE,Bronchiolitis
NITRIC OXIDE,lung disease
NITROGLYCERIN,osteoporosis
NIVOLUMAB,non-Hodgkins lymphoma
NORTRIPTYLINE HYDROCHLORIDE,psoriasis
OFATUMUMAB,leukemia
OFATUMUMAB,rheumatoid arthritis
OLANZAPINE,gambling behaviour
OLANZAPINE,unipolar depression
OLAPARIB,neoplasm
OLAPARIB,ovarian carcinoma
OLAPARIB,prostate adenocarcinoma
OLOPATADINE HYDROCHLORIDE,allergic rhinitis
OMALIZUMAB,chronic obstructive pulmonary disease
OMALIZUMAB,eosinophilic esophagitis
ORLISTAT,obesity
OXYBUTYNIN,Neurogenic bladder
OXYMETAZOLINE HYDROCHLORIDE,allergic rhinitis
OXYTOCIN,alcohol withdrawal
OXYTOCIN,autism
OXYTOCIN,cardiac arrhythmia
OXYTOCIN,cocaine dependence
OXYTOCIN,neuropathic pain
OXYTOCIN,post-traumatic stress disorder
PACLITAXEL,cervical carcinoma
PACLITAXEL,neoplasm
PACLITAXEL,ovarian carcinoma
PALIPERIDONE,schizoaffective disorder
PALONOSETRON HYDROCHLORIDE,post operative nausea and vomiting
PANITUMUMAB,head and neck squamous cell carcinoma
PANITUMUMAB,squamous cell carcinoma
PARICALCITOL,chronic kidney disease
PEGINTERFERON ALFA-2A,melanoma
PEGINTERFERON ALFA-2B,hepatitis C virus infection
PEMBROLIZUMAB,melanoma
PENTOXIFYLLINE,non-small cell lung carcinoma
PERPHENAZINE,psychosis
PINACIDIL,hypertension
PINDOLOL,cardiovascular disease
PLERIXAFOR,multiple myeloma
POLYTHIAZIDE,cardiovascular disease
PREDNISOLONE,leprosy
PREDNISONE,chronic obstructive pulmonary disease
PREDNISONE,heart failure
PREDNISONE,multiple myeloma
PREDNISONE,pneumonia
PREDNISONE,prostate carcinoma
PREGABALIN,epilepsy
PREGABALIN,irritable bowel syndrome
PREGABALIN,neuropathic pain
PROBUCOL,diabetic nephropathy
PROGESTERONE,menopause
PROPOFOL,morbid obesity
PROPOFOL,pain
RAMIPRIL,heart failure
REGORAFENIB,adenoid cystic carcinoma
REGORAFENIB,bile duct carcinoma
REGORAFENIB,pancreatic carcinoma
REGORAFENIB,sarcoma
RESCINNAMINE,hypertension
RIMEXOLONE,eye inflammation
RISPERIDONE,autism
RITUXIMAB,MALT lymphoma
RITUXIMAB,metastatic melanoma
RITUXIMAB,Granulomatosis with Polyangiitis
RIVAROXABAN,deep vein thrombosis
RIVAROXABAN,antiphospholipid syndrome
ROMIDEPSIN,Cutaneous T-cell lymphoma
SARGRAMOSTIM,prostate carcinoma
SECUKINUMAB,ankylosing spondylitis
SECUKINUMAB,psoriasis
SEVOFLURANE,Acute kidney injury
SILDENAFIL CITRATE,pulmonary arterial hypertension
SIMVASTATIN,atrial fibrillation
SIMVASTATIN,breast carcinoma
SIMVASTATIN,Hypertriglyceridemia
SIMVASTATIN,intracerebral hemorrhage
SIROLIMUS,Abnormality of the cardiovascular system
SIROLIMUS,acute graft vs. host disease
SIROLIMUS,diabetic retinopathy
SIROLIMUS,neoplasm
SIROLIMUS,sarcoma
SOMATROPIN,Growth delay
SORAFENIB TOSYLATE,pancreatic carcinoma
SULFASALAZINE,ankylosing spondylitis
SUNITINIB MALATE,hepatocellular carcinoma
TACROLIMUS,Eczema
TADALAFIL,pulmonary arterial hypertension
TADALAFIL,systemic scleroderma
TAMOXIFEN CITRATE,bladder tumor
TEMSIROLIMUS,small cell lung carcinoma
TENECTEPLASE,stroke
TERIPARATIDE,"osteoarthritis, knee"
TETRACAINE,pain
OXTRIPHYLLINE,Airway obstruction
THIOTHIXENE,psychosis
TIMOLOL,open-angle glaucoma
TOLVAPTAN,cirrhosis of liver
TOLVAPTAN,heart failure
TOLVAPTAN,Hyponatremia
TOLVAPTAN,kidney disease
TOPIRAMATE,alcohol drinking
TOPOTECAN HYDROCHLORIDE,brain neoplasm
TOPOTECAN HYDROCHLORIDE,ovarian carcinoma
TOPOTECAN HYDROCHLORIDE,small cell lung carcinoma
TRASTUZUMAB,neoplasm
TREPROSTINIL,chronic obstructive pulmonary disease
TREPROSTINIL,systemic scleroderma
TRETINOIN,acne
TRIAMCINOLONE,Nasal Cavity Polyp
TRIAMCINOLONE HEXACETONIDE,pain
TRICHLORMETHIAZIDE,cardiovascular disease
TRIFLUPROMAZINE,psychosis
USTEKINUMAB,Crohn's disease
USTEKINUMAB,psoriatic arthritis
DIVALPROEX SODIUM,autism
VANDETANIB,pancreatic carcinoma
VANDETANIB,thyroid carcinoma
VEMURAFENIB,metastatic melanoma
VENLAFAXINE HYDROCHLORIDE,cocaine dependence
VIGABATRIN,epilepsy
VISMODEGIB,idiopathic pulmonary fibrosis
ZOLEDRONIC ACID,osteonecrosis
ZONISAMIDE,eating disorder
ACETAMINOPHEN,arthritis
ACETAMINOPHEN,Cleft palate
ADAPALENE,skin disease
ADENOSINE,neoplasm
ALBUTEROL,congestive heart failure
ALBUTEROL,Glycogen storage disease due to acid maltase deficiency
ALEFACEPT,lymphoma
ALEFACEPT,Aplastic anemia
ALEMTUZUMAB,acute lymphoblastic leukemia
ALEMTUZUMAB,unspecified peripheral T-cell lymphoma
ALPROSTADIL,erectile dysfunction
AMBRISENTAN,idiopathic pulmonary fibrosis
AMBRISENTAN,vascular disease
AMINOSALICYLIC ACID,ulcerative colitis
ANAKINRA,heart failure
APIXABAN,pulmonary embolism
APIXABAN,venous thromboembolism
APREMILAST,acne
APREMILAST,ulcerative colitis
APREPITANT,opioid dependence
ARIPIPRAZOLE,psychosis
ARIPIPRAZOLE,Tourette syndrome
ARMODAFINIL,neoplasm
ARSENIC TRIOXIDE,chronic myelogenous leukemia
ARSENIC TRIOXIDE,hepatocellular carcinoma
ASENAPINE MALEATE,psychosis
ASPIRIN,pain
ASPIRIN,preeclampsia
ASPIRIN,squamous cell carcinoma
ATORVASTATIN CALCIUM,HIV-1 infection
ATORVASTATIN CALCIUM,kidney disease
ATORVASTATIN CALCIUM,rheumatoid arthritis
AXITINIB,adenoid cystic carcinoma
AXITINIB,carcinoid tumor
AXITINIB,carcinoma
AXITINIB,clear cell renal carcinoma
AZATHIOPRINE,Crohn's disease
BACLOFEN,alcohol withdrawal
BELATACEPT,immune system disease
BENDROFLUMETHIAZIDE,cardiovascular disease
BETAMETHASONE,adenoma
BETAMETHASONE,psoriasis
BEVACIZUMAB,chronic lymphocytic leukemia
BEXAROTENE,acute myeloid leukemia
BEXAROTENE,alopecia areata
BICALUTAMIDE,metastatic prostate cancer
BICALUTAMIDE,prostate carcinoma
BLINATUMOMAB,B-cell acute lymphoblastic leukemia
BLINATUMOMAB,chronic lymphocytic leukemia
BORTEZOMIB,acute promyelocytic leukemia
BORTEZOMIB,myelodysplastic syndrome
BORTEZOMIB,neoplasm of mature B-cells
BOSUTINIB,chronic myelogenous leukemia
ONABOTULINUMTOXINA,pain
BRENTUXIMAB VEDOTIN,germ cell tumor
BUDESONIDE,acute graft vs. host disease
BUMETANIDE,Seizure
BUPRENORPHINE,neonatal abstinence syndrome
CABAZITAXEL,glioblastoma multiforme
CAFFEINE CITRATE,premature birth
CANAGLIFLOZIN,obesity
CANAKINUMAB,Fever
CANDESARTAN CILEXETIL,congestive heart failure
CANDESARTAN CILEXETIL,diabetes mellitus
CANDESARTAN CILEXETIL,pain
CAPECITABINE,hepatocellular carcinoma
CAPSAICIN,pain
CARVEDILOL,atrial fibrillation
CELECOXIB,gout
CERTOLIZUMAB PEGOL,ulcerative colitis
CETIRIZINE HYDROCHLORIDE,urticaria
CETUXIMAB,adenoid cystic carcinoma
CETUXIMAB,esophageal carcinoma
CHOLECALCIFEROL,vitamin D deficiency
CLOFARABINE,acute lymphoblastic leukemia
CLONIDINE,cardiovascular disease
COLCHICINE,acute coronary syndrome
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,Dupuytren Contracture
CORTICOTROPIN,diabetic nephropathy
CROFELEMER,irritable bowel syndrome
CYCLOSPORINE,acute graft vs. host disease
CYCLOSPORINE,leprosy
DABRAFENIB MESYLATE,melanoma
DARBEPOETIN ALFA,chronic kidney disease
DENILEUKIN DIFTITOX,melanoma
DEXAMETHASONE,acne
DEXAMETHASONE,Crohn's disease
DEXAMETHASONE,diabetic retinopathy
DEXAMETHASONE,eye disease
DEXAMETHASONE,Nasal congestion
DEXLANSOPRAZOLE,Peptic ulcer
DEXTROMETHORPHAN POLISTIREX,autism spectrum disorder
DICLOFENAC SODIUM,"osteoarthritis, knee"
DIGITOXIN,cardiovascular disease
DILTIAZEM HYDROCHLORIDE,Constipation
DISULFIRAM,melanoma
DOCETAXEL,ovarian carcinoma
DOXORUBICIN HYDROCHLORIDE,neoplasm
DOXYCYCLINE,acne
DOXYCYCLINE,diabetic retinopathy
DOXYCYCLINE,urethritis
DRONABINOL,Chemotherapy-induced nausea and vomiting
DRONABINOL,obstructive sleep apnea
DROXIDOPA,hypotension
ECALLANTIDE,angioedema
ENOXAPARIN SODIUM,deep vein thrombosis
EPINEPHRINE,Nasal congestion
ESTRADIOL,HIV infection
ESZOPICLONE,obstructive sleep apnea
EVEROLIMUS,acute graft vs. host disease
EVEROLIMUS,diffuse large B-cell lymphoma
EVEROLIMUS,kidney disease
EVEROLIMUS,lymphoma
EVEROLIMUS,malignant pleural mesothelioma
EVEROLIMUS,pancreatic carcinoma
EVEROLIMUS,stomach neoplasm
EXEMESTANE,neoplasm
FAMOTIDINE,gastroesophageal reflux disease
FENOFIBRATE,Disorder of lipid metabolism
FILGRASTIM,Chagas cardiomyopathy
FINASTERIDE,benign prostatic hyperplasia
FINASTERIDE,retinopathy
FLUDARABINE PHOSPHATE,chronic lymphocytic leukemia
FLUDARABINE PHOSPHATE,lymphoma
FLUMAZENIL,obsessive-compulsive disorder
FLUNISOLIDE,Airway obstruction
FLUOCINOLONE ACETONIDE,age-related macular degeneration
FLUOROURACIL,neoplasm
FLUOROURACIL,pancreatic carcinoma
FLUPHENAZINE DECANOATE,psoriasis
FLUTICASONE FUROATE,Nasal congestion
FLUTICASONE PROPIONATE,seasonal allergic rhinitis
GABAPENTIN,scoliosis
GANIRELIX ACETATE,infertility
GEFITINIB,acute myeloid leukemia
GEFITINIB,neoplasm
GEMFIBROZIL,coronary artery disease
GEMTUZUMAB OZOGAMICIN,leukemia
GLIMEPIRIDE,diabetes mellitus
GLUCAGON,Hypoglycemia
GOLIMUMAB,ankylosing spondylitis
GRANISETRON HYDROCHLORIDE,Chemotherapy-induced nausea and vomiting
GRANISETRON,Nausea
ALDESLEUKIN,acute myeloid leukemia
HYDROCORTISONE,heart failure
HYDROCORTISONE,septic shock
IBRUTINIB,multiple myeloma
IBUPROFEN,allergic rhinitis
IBUPROFEN,emphysema
IDARUBICIN HYDROCHLORIDE,acute myeloid leukemia
IMATINIB MESYLATE,melanoma
INDOMETHACIN,Arthralgia
INSULIN ASPART,diabetes mellitus
INSULIN HUMAN,nicotine dependence
IPRATROPIUM BROMIDE,Airway obstruction
ISOTRETINOIN,acne
LANSOPRAZOLE,Peptic ulcer
LEFLUNOMIDE,rheumatoid arthritis
LEUPROLIDE ACETATE,obesity
LEUPROLIDE ACETATE,prostate adenocarcinoma
LEVETIRACETAM,Seizure
LEVONORGESTREL,endometriosis
LIDOCAINE,breast carcinoma
LIRAGLUTIDE,Hyperglycemia
LIRAGLUTIDE,MODY
LUTROPIN ALFA,infertility
MEDROXYPROGESTERONE ACETATE,endometriosis
MEDROXYPROGESTERONE ACETATE,menopause
MEPHENYTOIN,epilepsy
MERCAPTOPURINE,acute lymphoblastic leukemia
METHOTREXATE,head and neck squamous cell carcinoma
METHOTREXATE,psoriatic arthritis
METHOXYFLURANE,pain
METHYLPHENIDATE,brain neoplasm
METHYLPHENIDATE,eating disorder
METHYLPREDNISOLONE,Meniere disease
MIFEPRISTONE,Cushing syndrome
MIRTAZAPINE,autism spectrum disorder
MYCOPHENOLATE MOFETIL,pancreatic carcinoma
MYCOPHENOLIC ACID,acute graft vs. host disease
NADOLOL,cardiovascular disease
NADOLOL,smoking cessation
NALTREXONE,methamphetamine dependence
NATALIZUMAB,Crohn's disease
NESIRITIDE,heart failure
NICARDIPINE HYDROCHLORIDE,intracerebral hemorrhage
NIFEDIPINE,hypertension
NITRIC OXIDE,pulmonary embolism
NITROGLYCERIN,hypertension
NIVOLUMAB,non-small cell lung carcinoma
NIZATIDINE,Peptic ulcer
OBINUTUZUMAB,non-Hodgkins lymphoma
OFATUMUMAB,diffuse large B-cell lymphoma
OLANZAPINE,Chemotherapy-induced nausea and vomiting
OLANZAPINE,Fish-eye disease
OLAPARIB,non-small cell lung carcinoma
OMALIZUMAB,immune system disease
ONDANSETRON,Chemotherapy-induced nausea and vomiting
OXCARBAZEPINE,partial epilepsy
OXYPHENBUTAZONE,eye inflammation
PACLITAXEL,Coronary Restenosis
PACLITAXEL,small cell lung carcinoma
PACLITAXEL,squamous cell lung carcinoma
PALBOCICLIB,breast carcinoma
PARATHYROID HORMONE,Hypocalcemia
PEGFILGRASTIM,leukemia
PEGFILGRASTIM,non-Hodgkins lymphoma
PEGINTERFERON ALFA-2B,melanoma
PEMBROLIZUMAB,non-small cell lung carcinoma
PEMBROLIZUMAB,pancreatic carcinoma
PENTAZOCINE HYDROCHLORIDE,pain
PHENYLBUTAZONE,rheumatic disease
PIROXICAM,Arthralgia
PIROXICAM,eye inflammation
PLERIXAFOR,acute myeloid leukemia
PRAMLINTIDE ACETATE,obesity
PRAVASTATIN SODIUM,HIV-1 infection
PREGABALIN,anxiety
RANIBIZUMAB,Myopia
RANIBIZUMAB,ocular vascular disease
RANOLAZINE,atrial fibrillation
REGORAFENIB,hepatocellular carcinoma
RILUZOLE,autism spectrum disorder
RIOCIGUAT,pulmonary arterial hypertension
RITUXIMAB,chronic lymphocytic leukemia
RITUXIMAB,diffuse large B-cell lymphoma
RITUXIMAB,kidney disease
RITUXIMAB,Myasthenia gravis
RIVAROXABAN,venous thromboembolism
ROFLUMILAST,Airway obstruction
ROSIGLITAZONE MALEATE,Oral leukoplakia
ROTIGOTINE,restless legs syndrome
SARGRAMOSTIM,Congenital pulmonary alveolar proteinosis
SEVOFLURANE,morbid obesity
SIMVASTATIN,cardiovascular disease
SIMVASTATIN,hepatitis B virus infection
SIMVASTATIN,pneumonia
SIMVASTATIN,relapsing-remitting multiple sclerosis
SIMVASTATIN,subarachnoid hemorrhage
SIROLIMUS,hepatocellular carcinoma
SIROLIMUS,hypertension
SIROLIMUS,multiple myeloma
SOMATROPIN,chronic kidney disease
SPIRONOLACTONE,pulmonary arterial hypertension
TADALAFIL,interstitial lung disease
TAMOXIFEN CITRATE,chronic hepatitis C virus infection
TASIMELTEON,liver disease
TICAGRELOR,ischemia
TICAGRELOR,peripheral arterial disease
TOCILIZUMAB,acute graft vs. host disease
TOLCAPONE,gambling behaviour
TOPIRAMATE,congenital heart disease
TRIAMCINOLONE,Nasal congestion
TRIAMCINOLONE,Vitiligo
UROFOLLITROPIN,infertility
VALPROIC ACID,sarcoma
VALSARTAN,atrial fibrillation
VALSARTAN,diabetes mellitus
VANDETANIB,non-small cell lung carcinoma
VANDETANIB,prostate carcinoma
VASOPRESSIN,autism spectrum disorder
VEDOLIZUMAB,ulcerative colitis
VORINOSTAT,lymphoma
VORINOSTAT,neuroblastoma
VORINOSTAT,sarcoma
ZILEUTON,idiopathic pulmonary fibrosis
ZOLEDRONIC ACID,mesothelioma
ZOLEDRONIC ACID,non-small cell lung carcinoma
ZOLEDRONIC ACID,postmenopausal osteoporosis
ZOLPIDEM TARTRATE,insomnia
ZONISAMIDE,essential tremor
ABATACEPT,hypertension
ABATACEPT,psoriatic arthritis
ABATACEPT,ulcerative colitis
ACETAMINOPHEN,hypertension
ALBIGLUTIDE,congestive heart failure
ALCLOMETASONE DIPROPIONATE,eye inflammation
ALFUZOSIN HYDROCHLORIDE,benign prostatic hyperplasia
ALITRETINOIN,neoplasm
ALITRETINOIN,psoriasis
ALLOPURINOL,metabolic syndrome
ALTEPLASE,empyema
ALTEPLASE,intracerebral hemorrhage
ALTEPLASE,myocardial infarction
AMBRISENTAN,hypertension
AMITRIPTYLINE HYDROCHLORIDE,unipolar depression
ANAKINRA,juvenile idiopathic arthritis
ANAKINRA,chronic kidney disease
ANAKINRA,pulmonary arterial hypertension
APIXABAN,chronic kidney disease
APROTININ,hemorrhage
ARSENIC TRIOXIDE,acute myeloid leukemia
ARSENIC TRIOXIDE,acute promyelocytic leukemia
